#,"URL Rating (desc)","Referring Page URL","Referring Page Title","Internal Links Count","External Links Count","Link URL",Type,TextPre,"Link Anchor",TextPost,"HTTP Code","DP check","RP check"
583,16,https://stories.avvo.com/rights/immigration/easy-immigrants-become-citizens.html,"Do immigrants really have an easy time getting into the US? - AvvoStories",50,47,https://www.uscis.gov/green-card/green-card-through-job/green-card-through-special-categories-jobs,Dofollow,"generate U.S. jobs and “Aliens of Extraordinary Ability” also qualify.","Favored job","experiences (usually those involving work performed abroad for the U.S.",404,"2020-09-27 06:56:10","2020-06-28 11:21:32"
583,16,https://stories.avvo.com/rights/immigration/easy-immigrants-become-citizens.html,"Do immigrants really have an easy time getting into the US? - AvvoStories",50,47,https://www.uscis.gov/green-card/green-card-through-family/green-card-through-special-categories-family,Dofollow,"are usually placed on a waiting list. There are also","special categories","for fiancés, abuse victims, and a few more uncommon situations.",404,"2020-09-25 17:48:01","2020-06-28 11:21:32"
584,16,https://stories.avvo.com/rights/privacy/people-watching-change-legal.html,"People are watching you change—and it's legal - AvvoStories",46,16,http://www.wecusurveillance.com/cctvlaws,Dofollow,"Only 13 states",prohibit,"dressing room surveillance without the expressed permission of the shopper:",404,"2020-09-20 00:44:14","2020-06-29 02:55:14"
585,16,https://www.avvo.com/attorneys/30060-ga-diane-cherry-457587.html,"Lawyer Diane Cherry - Marietta, GA Attorney - Avvo",174,17,http://atlantadivorcelawyer.wordpress.com/2011/02/11/atlanta-divorce-attorney/,Nofollow,,"Managing Children's Emotions and Perceptions in Divorce",,0,"2020-08-22 15:04:40","2020-05-13 18:02:00"
585,16,https://www.avvo.com/attorneys/30060-ga-diane-cherry-457587.html,"Lawyer Diane Cherry - Marietta, GA Attorney - Avvo",174,17,http://atlantadivorcelawyer.wordpress.com/2011/12/02/custody-and-visitation/,Nofollow,,"Custody and Visitation in Georgia",,0,"2020-08-22 15:04:40","2020-05-13 18:02:00"
585,16,https://www.avvo.com/attorneys/30060-ga-diane-cherry-457587.html,"Lawyer Diane Cherry - Marietta, GA Attorney - Avvo",174,17,http://atlantadivorcelawyer.wordpress.com/2012/02/27/child-support-modification-in-georgia/,Nofollow,,"Child Support Modification in Georgia",,0,"2020-08-22 15:04:40","2020-05-13 18:02:00"
586,16,https://www.avvo.com/attorneys/77056-tx-william-dyer-1770573.html,"Lawyer William Dyer - Houston, TX Attorney - Avvo",160,14,https://law.utexas.edu/journals/tlr/abstracts/Volume,Nofollow,,"Note, Community Property Rights and the Business Partnership",,404,"2020-09-17 11:39:36","2020-04-24 22:15:39"
587,16,https://www.avvo.com/attorneys/94533-ca-dionne-choyce-188999.html,"Lawyer Dionne Choyce - Fairfield, CA Attorney - Avvo",171,14,http://www.solanotraffic.com/,Nofollow,"In his free time,",,"Mr.Choyce enjoys reading, going to church, and spending quality time",0,"2020-09-19 13:06:21","2020-05-05 13:54:36"
588,16,https://www.avvo.com/attorneys/53202-wi-emil-ovbiagele-4789021.html,"Lawyer Emil Ovbiagele - Milwaukee, WI Attorney - Avvo",184,17,https://marketplace.wisbar.org/Pages/eventDetails.aspx?category=&cat=&pid=CA2730R,Nofollow,,"Wisconsin B Corps - Blending Profit and Purpose",,404,"2020-09-26 03:29:14","2020-05-12 17:24:59"
589,16,https://www.avvo.com/consumer-protection-lawyer/ca/san_diego.html,"Find the best Consumer Protection lawyer in San Diego, CA - Avvo",190,21,https://www.premierlegalcenter.com/,Nofollow,,Website,,404,"2020-10-01 07:19:46","2020-05-10 04:16:28"
590,16,https://www.avvo.com/marriage-prenuptials-lawyer/ca/san_francisco.html,"Find the best Prenuptials lawyer in San Francisco, CA - Avvo",189,22,https://www.bryanhinshaw.com/,Nofollow,,Website,,404,"2020-09-28 15:21:14","2020-03-31 03:50:27"
591,16,https://www.avvo.com/marriage-prenuptials-lawyer/co/denver.html,"Find the best Prenuptials lawyer in Denver, CO - Avvo",188,16,https://shermanhoward.com/attorney/mechelle-y-faulk/,Nofollow,,Website,,404,"2020-09-25 00:40:38","2020-02-15 06:50:44"
592,16,https://www.avvo.com/all-lawyers/ct/manchester.html,"Find the best lawyer in Manchester, CT - Avvo",211,42,https://www.shipmangoodwin.com/jbergenn/,Nofollow,,Website,,404,"2020-09-27 17:20:02","2020-05-04 18:00:00"
593,16,https://www.avvo.com/employment-labor-lawyer/va/alexandria.html,"Find the best Employment lawyer in Alexandria, VA - Avvo",190,37,https://www.bernabeipllc.com/who-we-are/alan-kabat-bio/,Nofollow,,Website,,404,"2020-09-28 22:23:35","2020-04-12 10:07:25"
594,16,https://www.avvo.com/probate-lawyer/de.html,"Find the best Probate lawyer in Delaware - Avvo",214,19,https://www.streetellislaw.com/,Nofollow,,Website,,404,"2020-09-29 12:50:07","2020-04-20 11:34:06"
595,16,https://www.avvo.com/attorneys/64086-mo-aaron-woods-4355110.html,"Lawyer Aaron Woods - Lees Summit, MO Attorney - Avvo",165,24,https://www.woodslawkc.com/roadway-accidents.php,Dofollow,"leaving that firm, he has broadened his practice to include","automobile accidents",", trucking accidents , dangerous premises and",404,"2020-10-01 09:05:55","2020-04-11 17:55:05"
596,16,https://www.avvo.com/attorneys/90723-ca-david-harelik-4530886.html,"Lawyer David Harelik - Paramount, CA Attorney - Avvo",182,52,https://www.foxbusiness.com/personal-finance/2013/10/01/file-bankruptcy-to-stall-foreclosure/,Nofollow,,"File Bankruptcy to Stall Foreclosure?",,404,"2020-09-30 21:03:15","2020-03-31 07:19:02"
597,16,https://www.avvo.com/speeding-traffic-ticket-lawyer/ny/syracuse.html,"Find the best Speeding Ticket lawyer in Syracuse, NY - Avvo",189,32,http://www.thecmlawfirm.com/,Nofollow,,Website,,404,"2020-09-29 10:04:46","2020-01-30 10:56:54"
598,16,https://www.avvo.com/attorneys/70112-la-galen-hair-1933222.html,"Lawyer Galen Hair - New Orleans, LA Attorney - Avvo",185,14,http://www.svhclaw.com/,Nofollow,,http://www.svhclaw.com,,404,"2020-09-28 21:43:42","2020-03-29 18:08:49"
598,16,https://www.avvo.com/attorneys/70112-la-galen-hair-1933222.html,"Lawyer Galen Hair - New Orleans, LA Attorney - Avvo",185,14,https://svhclaw.com/,Nofollow,,http://www.svhclaw.com,,404,"2020-09-27 02:06:45","2020-03-29 18:08:49"
599,16,https://www.avvo.com/wrongful-termination-lawyer/tx/dallas.html,"Find the best Wrongful Termination lawyer in Dallas, TX - Avvo",178,15,http://www.erhardjennings.com/,Nofollow,,Website,,404,"2020-09-27 22:11:49","2020-03-04 05:17:02"
600,16,https://www.avvo.com/attorneys/02903-ri-john-macdonald-1428179.html,"Lawyer John MacDonald - Providence, RI Attorney - Avvo",172,55,https://www.aggressivelegalservices.com/ri_drug_crime_defense.html,Nofollow,-,"Drug Possession",,404,"2020-09-26 04:01:38","2020-04-02 22:33:09"
600,16,https://www.avvo.com/attorneys/02903-ri-john-macdonald-1428179.html,"Lawyer John MacDonald - Providence, RI Attorney - Avvo",172,55,https://www.aggressivelegalservices.com/john_macdonald.html,Nofollow,"trial manual used by criminal defense attorneys throughout Rhode Island.","See below",.,404,"2020-09-22 07:33:04","2020-04-02 22:33:09"
601,16,https://www.avvo.com/attorneys/44907-oh-shannon-thatcher-4220647.html,"Lawyer Shannon Thatcher - Mansfield, OH Attorney - Avvo",151,14,http://portal.cbalaw.org/PortalTools/Meetings/Documents/111229NLVideoAgenda.pdf,Nofollow,,"Drafting Contracts in The Real World",,0,"2020-08-23 21:18:03","2020-04-09 01:06:28"
602,16,https://www.avvo.com/sexual-harassment-lawyer/tx/dallas.html,"Find the best Sexual Harassment lawyer in Dallas, TX - Avvo",181,10,http://www.erhardjennings.com/,Nofollow,,Website,,404,"2020-09-27 22:11:49","2020-03-30 20:58:55"
603,16,https://www.avvo.com/bankruptcy-debt-lawyer/ne.html,"Find the best Bankruptcy lawyer in Nebraska - Avvo",214,21,https://www.steffensinjurylaw.com/home,Nofollow,,Website,,404,"2020-09-14 12:01:17","2020-04-07 16:56:32"
604,16,https://www.avvo.com/attorneys/92602-ca-gregory-brown-383283.html,"Lawyer Gregory Brown - Irvine, CA Attorney - Avvo",291,89,http://jan.freedomblogging.com/2010/03/03/o-c-man-makes-list-of-top-5-california-lawyers/32241/,Nofollow,,"Orange County Attorney Gregory G Brown Named to Super Lawyers",,0,"2020-09-12 00:50:34","2020-04-09 01:21:12"
605,16,https://www.avvo.com/attorneys/96813-hi-carmen-diamoresiah-4243395.html,"Lawyer Carmen DiAmore-Siah - Honolulu, HI Attorney - Avvo",165,24,https://www.immigrateus.com/immigration-lawyer,Dofollow,"As your","immigration attorney",", I am always standing by to assist you with your legal",404,"2020-09-29 14:49:04","2020-03-26 04:36:56"
606,16,https://www.avvo.com/all-lawyers/nh/bedford.html,"Find the best lawyer in Bedford, NH - Avvo",211,44,https://www.thomascraig.net/,Nofollow,,Website,,404,"2020-09-30 13:48:22","2020-04-26 19:52:52"
607,16,https://www.avvo.com/attorneys/98901-wa-raquel-acosta-4580029.html,"Lawyer Raquel Acosta - Yakima, WA Attorney - Avvo",170,16,http://jolt.law.harvard.edu/digest/copyright/artificial-intelligence-and-authorship-rights,Nofollow,,"Artificial Intelligence and Authorship Rights",,404,"2020-09-18 05:44:32","2020-03-25 07:55:17"
608,16,https://www.avvo.com/all-lawyers/nh/hillsborough_county.html,"Find the best lawyer in Hillsborough County, NH - Avvo",198,50,https://www.thomascraig.net/,Nofollow,,Website,,404,"2020-09-30 13:48:22","2020-04-23 22:43:06"
609,16,https://www.avvo.com/bankruptcy-debt-lawyer/ks.html,"Find the best Bankruptcy lawyer in Kansas - Avvo",214,26,https://www.saderlawfirm.com/neil-s-sader.aspx,Nofollow,,Website,,404,"2020-09-27 01:52:18","2020-03-30 21:31:48"
610,16,https://www.avvo.com/bankruptcy-debt-lawyer/nj/paterson.html,"Find the best Bankruptcy lawyer in Paterson, NJ - Avvo",190,37,https://uppermontclairlawyer.com/site-cannot-be-accessed-from-your-current-location.html,Nofollow,,Website,,404,"2020-09-13 06:31:07","2020-05-12 21:47:00"
611,16,https://www.avvo.com/real-estate-lawyer/mo.html,"Find the best Real Estate lawyer in Missouri - Avvo",214,22,https://www.saderlawfirm.com/neil-s-sader.aspx,Nofollow,,Website,,404,"2020-09-27 01:52:18","2020-03-31 09:58:25"
612,16,https://www.avvo.com/litigation-lawyer/oh/columbus.html,"Find the best Litigation lawyer in Columbus, OH - Avvo",190,34,https://www.columbuslawyer.net/attorney/joel-r-campbell-esq/,Nofollow,,Website,,404,"2020-09-26 17:01:18","2020-04-26 21:50:40"
613,16,https://www.avvo.com/attorneys/32803-fl-alyson-innes-1271643.html,"Lawyer Alyson Innes - Orlando, FL Attorney - Avvo",171,18,http://www.innesmeehle.com/media.php,Nofollow,,"Unlicensed Practice of Law",,0,"2020-09-30 05:11:22","2020-05-13 22:30:50"
614,16,https://www.avvo.com/attorneys/01103-ma-julia-rueschemeyer-277017.html,"Lawyer Julia Rueschemeyer - Springfield, MA Attorney - Avvo",147,13,https://www.amherstma.gov/2248/Charter-Commission,Nofollow,,"Local Government",,404,"2020-09-26 06:24:09","2020-04-28 03:16:18"
615,16,https://www.avvo.com/commercial-lawyer/tx/houston.html,"Find the best Commercial Real Estate lawyer in Houston, TX - Avvo",190,30,http://www.henkelawfirm.com/,Nofollow,,Website,,404,"2020-10-01 01:03:54","2020-04-17 22:17:14"
616,16,https://www.avvo.com/attorneys/48015-mi-glenn-mccandliss-675957.html,"Lawyer Glenn Mccandliss - Center Line, MI Attorney - Avvo",192,13,http://www.courtetiquettetips.info/,Nofollow,,"5 Tips of Etiquette for Success in Court",,0,"2020-09-01 12:17:54","2020-03-24 19:34:36"
617,16,https://www.avvo.com/personal-injury-lawyer/la/baton_rouge.html,"Find the best Personal Injury lawyer in Baton Rouge, LA - Avvo",190,42,https://www.murphylawfirm.com/,Nofollow,,Website,,404,"2020-09-30 20:27:24","2020-04-19 10:19:17"
618,16,https://www.avvo.com/attorneys/43215-oh-jeffrey-stavroff-4005787.html,"Lawyer Jeffrey Stavroff - Columbus, OH Attorney - Avvo",153,17,http://www.omlohio.org/Affiliates/Attorneys/OMAA.htm,Nofollow,,"Child Witness Competency",,404,"2020-09-30 04:10:02","2020-04-14 12:40:25"
619,16,https://www.avvo.com/contracts-agreements-lawyer/pa/pittsburgh.html,"Find the best Contracts lawyer in Pittsburgh, PA - Avvo",191,20,http://www.sobrienlaw.com/,Nofollow,,Website,,404,"2020-10-01 16:21:43","2020-04-18 22:07:18"
620,16,https://www.avvo.com/legal-guides/ugc/a-guide-to-california-assault-and-battery-laws,"A Guide to California Assault and Battery Laws - Legal Guides - Avvo",168,11,https://www.cdcr.ca.gov/Prisons/index.html,"Nofollow, UGC","2, 3, or 4 years in the","California State Prison",,404,"2020-09-20 12:58:21","2020-03-11 21:24:19"
621,16,https://www.avvo.com/landlord-tenant-lawyer/fl/fort_lauderdale.html,"Find the best Landlord & Tenant lawyer in Fort Lauderdale, FL - Avvo",190,27,http://www.lawyermeup.com/,Nofollow,,Website,,404,"2020-09-29 05:44:54","2020-05-10 14:09:58"
622,16,https://www.avvo.com/all-lawyers/ut/provo.html,"Find the best lawyer in Provo, UT - Avvo",210,44,http://www.utahcounty.gov/Dept/justcrt/index.asp,Dofollow,,"Court Website",,404,"2020-09-23 21:05:07","2020-05-07 16:19:48"
623,16,https://www.avvo.com/attorneys/72701-ar-paul-reynolds-1679003.html,"Lawyer Paul Reynolds - Fayetteville, AR Attorney - Avvo",182,13,http://capture.uark.edu:8080/ess/echo/presentation/63cfb998-a6bf-4eb1-bec2-a6f09f1f891e,Nofollow,,"Arkansas DWI/DUI Practice",,0,"2020-09-27 06:08:49","2020-03-29 20:12:59"
624,16,https://www.avvo.com/car-accidents-lawyer/id.html,"Find the best Car Accident lawyer in Idaho - Avvo",214,23,https://www.omllaw.com/regina-m-mccrea,Nofollow,,Website,,404,"2020-10-01 19:23:15","2020-04-19 05:46:05"
625,16,https://www.avvo.com/criminal-defense-lawyer/pa/york.html,"Find the best Criminal Defense lawyer in York, PA - Avvo",190,36,https://shortener.secureserver.net/error_404,Nofollow,,Website,,404,"2020-09-30 14:03:00","2020-03-31 12:47:06"
626,16,https://www.avvo.com/wrongful-death-lawyer/tx/dallas.html,"Find the best Wrongful Death lawyer in Dallas, TX - Avvo",190,35,https://www.greshampc.com/,Nofollow,,Website,,404,"2020-09-11 23:54:11","2020-03-27 17:26:45"
627,16,https://www.avvo.com/attorneys/90067-ca-michael-devereux-65576.html,"Lawyer Michael Devereux - Los Angeles, CA Attorney - Avvo",204,22,http://www.americannownews.com/,Nofollow,,"Sextortion: Why You Should Never Keep Intimate Photos On Your Phone",,0,"2020-08-31 14:47:46","2020-04-24 20:44:01"
628,16,https://www.avvo.com/all-lawyers/id/kootenai_county.html,"Find the best lawyer in Kootenai County, ID - Avvo",197,31,https://www.omllaw.com/regina-m-mccrea,Nofollow,,Website,,404,"2020-10-01 19:23:15","2020-05-13 08:46:46"
629,16,https://www.avvo.com/debt-collection-lawyer/il/chicago.html,"Find the best Debt Collection lawyer in Chicago, IL - Avvo",190,17,https://www.sfgh.com/jfriedland,Nofollow,,Website,,404,"2020-09-27 00:28:05","2020-04-06 20:38:05"
630,16,https://www.avvo.com/attorneys/46204-in-matthew-conrad-36942.html,"Lawyer Matthew Conrad - Indianapolis, IN Attorney - Avvo",155,70,https://www.nbi-sems.com/Error/NotFound,Nofollow,,"Chapter 7 Workshop: Filling in the Required Forms Line-by-Line",,404,"2020-09-30 21:52:02","2020-05-11 20:38:08"
631,16,https://www.avvo.com/attorneys/85541-az-joseph-collins-398443.html,"Lawyer Joseph Collins - Payson, AZ Attorney - Avvo",139,28,https://collinslaw.net/practice-areas/criminal-law/,Dofollow,"concentrated his practice in litigation focused in Family Law ,","Criminal Law",", Civil Litigation, Personal Injury and Probate . Since Joseph",404,"2020-09-27 10:22:33","2020-04-23 14:50:14"
631,16,https://www.avvo.com/attorneys/85541-az-joseph-collins-398443.html,"Lawyer Joseph Collins - Payson, AZ Attorney - Avvo",139,28,https://collinslaw.net/practice-areas/estate-law/probate-law/,Dofollow,", Criminal Law , Civil Litigation, Personal Injury and",Probate,". Since Joseph started practicing law, he has handled many",404,"2020-09-19 22:51:09","2020-04-23 14:50:14"
632,16,https://www.avvo.com/chapter-13-bankruptcy-lawyer/mo/kansas_city.html,"Find the best Chapter 13 lawyer in Kansas City, MO - Avvo",186,25,https://www.saderlawfirm.com/neil-s-sader.aspx,Nofollow,,Website,,404,"2020-09-27 01:52:18","2020-04-21 11:13:44"
633,16,https://www.avvo.com/litigation-lawyer/tn/knoxville.html,"Find the best Litigation lawyer in Knoxville, TN - Avvo",190,17,https://fmsllp.com/attorneys/lamb/,Nofollow,,Website,,404,"2020-09-29 22:14:08","2020-01-20 19:37:06"
634,16,https://www.avvo.com/attorneys/46268-in-adam-brower-4389133.html,"Lawyer Adam Brower - Indianapolis, IN Attorney - Avvo",171,32,https://www.indybar.org/events-education/calendar/2015-09/1163,Nofollow,,"Associate 101 Series: Taking the Next Step",,404,"2020-09-25 03:47:40","2020-04-10 13:16:42"
635,16,https://www.avvo.com/tax-lawyer/al.html,"Find the best Tax lawyer in Alabama - Avvo",214,14,https://www.balch.com/,Nofollow,,Website,,404,"2020-09-29 00:50:20","2020-04-21 08:13:35"
636,16,https://www.avvo.com/attorneys/34103-fl-daniel-cavanaugh-1244870.html,"Lawyer Daniel Cavanaugh - Naples, FL Attorney - Avvo",171,16,https://danielmichaelcavanaugh.wordpress.com/2016/01/19/criminal-just-reform-part-1-violent-crime/,Nofollow,,"Criminal Justice Reform",,0,"2020-09-16 01:54:06","2020-03-23 22:18:05"
636,16,https://www.avvo.com/attorneys/34103-fl-daniel-cavanaugh-1244870.html,"Lawyer Daniel Cavanaugh - Naples, FL Attorney - Avvo",171,16,https://danielmichaelcavanaugh.wordpress.com/2016/04/10/acknowledging-victims-is-just-the-beginning/,Nofollow,,"Acknowledging Victims is Just the Beginning",,0,"2020-09-16 01:54:06","2020-03-23 22:18:05"
637,16,https://www.avvo.com/lawsuits-disputes-lawyer/ar.html,"Find the best Lawsuits & Disputes lawyer in Arkansas - Avvo",214,10,https://www.blythevillelawyers.com/,Nofollow,,Website,,404,"2020-09-28 13:29:14","2020-05-11 02:32:42"
638,16,https://www.avvo.com/elder-law-lawyer/de.html,"Find the best Elder Law lawyer in Delaware - Avvo",214,14,https://www.streetellislaw.com/,Nofollow,,Website,,404,"2020-09-29 12:50:07","2020-04-21 00:52:02"
639,16,https://www.avvo.com/attorneys/mo-jack-adams-1850095.html,"Lawyer Jack Adams - Saint Peters, MO Attorney - Avvo",174,13,http://www.missouriddsattorney.com/,Nofollow,,"Social Security Disability",,0,"2020-08-31 13:26:26","2020-04-25 01:59:32"
640,16,https://www.avvo.com/wrongful-death-lawyer/ct.html,"Find the best Wrongful Death lawyer in Connecticut - Avvo",214,21,https://www.shipmangoodwin.com/jbergenn/,Nofollow,,Website,,404,"2020-09-27 17:20:02","2020-05-09 04:22:31"
641,16,https://www.avvo.com/attorneys/27357-nc-ronald-ingle-4292702.html,"Lawyer Ronald Ingle - Stokesdale, NC Attorney - Avvo",196,12,http://www.nltupc.org/,Nofollow,"new church. He has served as the Senior Pastor of","New Life Tabernacle-UPC of Kernersville","since August of 1996. Ronnie graduated from High Point University",404,"2020-09-20 03:28:40","2020-04-01 06:49:35"
642,16,https://www.avvo.com/criminal-defense-lawyer/va/richmond.html,"Find the best Criminal Defense lawyer in Richmond, VA - Avvo",190,39,https://barnesfamilylaw.com/Attorneys/John-K-Karanian.shtml,Nofollow,,Website,,404,"2020-09-25 04:45:08","2020-04-21 03:32:47"
643,16,https://www.avvo.com/attorneys/30022-ga-loraine-disalvo-560413.html,"Lawyer Loraine DiSalvo - Alpharetta, GA Attorney - Avvo",194,120,https://morgandisalvo.com/when-mom-isnt-quite-right-aging-and-incapacity/,Nofollow,,"When Mom Isn't Quite Right: Aging and Incapacity",,404,"2020-09-13 19:34:15","2020-03-27 22:54:16"
